DATAH,SECONDS,NANOSECONDS,NDX,DIAG,REMARK,DATE,TIME,H2O,CO2,CH4,CAVITY_P,CAVITY_T,LASER_PHASE_P,LASER_T,RESIDUAL,RING_DOWN_TIME,THERMAL_ENCLOSURE_T,PHASE_ERROR,LASER_T_SHIFT,INPUT_VOLTAGE,CHK
DATAU,secs,nsecs,index,diag,,date,time,ppm,ppm,ppb,kPa,°C,kPa,°C,,µsecs,°C,counts,°C,V,CHK
DATA,1775750707,848047018,841,16,,4/9/2026,11:05:07,16324.19,453.8558,2144.4827,39.282,54.9286,28.9539,40.2867,0.0054157,11.3965,54.4679,609.25,0.538102,14.5102,223
DATA,1775750708,848047018,845,16,,4/9/2026,11:05:08,16345.676,449.44745,2144.5786,39.2812,54.9295,28.9651,40.2832,0.00542472,11.3963,54.4686,1411,0.535037,14.5102,66
DATA,1775750709,848047018,849,16,,4/9/2026,11:05:09,16360.873,445.88889,2144.8237,39.2816,54.9303,28.9842,40.2804,0.00544402,11.3966,54.469,921,0.531972,14.5133,236
DATA,1775750710,848047018,853,16,,4/9/2026,11:05:10,16371.482,445.15781,2144.6663,39.2816,54.9311,28.9954,40.2783,0.00543259,11.3967,54.4696,729.75,0.530823,14.5118,169
DATA,1775750711,848047018,857,16,,4/9/2026,11:05:11,16457.35,444.10843,2144.1755,39.2816,54.9319,29.0029,40.2788,0.00544629,11.3958,54.4702,496.25,0.530823,14.5118,100
DATA,1775750712,848047018,861,16,,4/9/2026,11:05:12,16671.031,443.36749,2144.2683,39.282,54.9326,29.0091,40.279,0.005494,11.3958,54.4706,-42.25,0.530823,14.5122,176
DATA,1775750713,848047018,865,16,,4/9/2026,11:05:13,16867.965,443.13763,2144.438,39.2824,54.9334,29.0091,40.279,0.00554442,11.3947,54.4706,-29.25,0.530823,14.5114,41
DATA,1775750714,848047018,869,16,,4/9/2026,11:05:14,16916.092,443.28812,2144.4006,39.2828,54.9342,29.0078,40.279,0.00555341,11.3952,54.4713,-24,0.530823,14.5094,187
DATA,1775750715,847711086,873,16,,4/9/2026,11:05:15,16799.943,444.35309,2144.1646,39.2812,54.935,29.0062,40.279,0.00550348,11.3948,54.4717,-65.5,0.530823,14.5094,3
DATA,1775750716,847711086,877,16,,4/9/2026,11:05:16,16757.094,443.4996,2143.835,39.2816,54.9355,29.0045,40.279,0.00547378,11.3952,54.4725,-43.75,0.530823,14.5094,21
DATA,1775750717,847711086,881,16,,4/9/2026,11:05:17,16751.186,444.17667,2143.4895,39.2828,54.9363,29.0053,40.279,0.00545779,11.3953,54.4731,-21.75,0.530823,14.5071,113
DATA,1775750718,847711086,885,16,,4/9/2026,11:05:18,16690.973,444.54922,2143.1375,39.282,54.9371,29.0049,40.279,0.00541563,11.3955,54.4738,-26.25,0.530823,14.5075,58
DATA,1775750719,847711086,889,16,,4/9/2026,11:05:19,16767.631,442.35107,2142.9985,39.2824,54.9377,29.0049,40.279,0.00541616,11.3952,54.4744,-161.5,0.530823,14.5075,115
DATA,1775750720,847711086,893,16,,4/9/2026,11:05:20,16873.398,443.50177,2142.3611,39.2824,54.9384,28.9991,40.279,0.00543141,11.3943,54.4752,-1174.5,0.530823,14.5082,144
DATA,1775750721,847711086,897,16,,4/9/2026,11:05:21,16880.301,442.59113,2141.8301,39.2816,54.939,28.9809,40.279,0.00537453,11.3947,54.4759,-1002.75,0.530823,14.5082,143
DATA,1775750722,847378015,901,16,,4/9/2026,11:05:22,16920.555,441.51639,2142.0681,39.282,54.9398,28.9747,40.279,0.00539339,11.3946,54.4767,184.5,0.530823,14.5075,17
DATA,1775750723,847378015,905,16,,4/9/2026,11:05:23,16893.006,444.57129,2142.2166,39.2833,54.9398,28.9771,40.279,0.00538402,11.3946,54.4775,124.5,0.530823,14.5079,62
DATA,1775750724,847378015,909,16,,4/9/2026,11:05:24,16765.658,451.84698,2142.4724,39.2816,54.9406,28.9784,40.279,0.00532869,11.3951,54.4781,61.5,0.530823,14.5082,35
DATA,1775750725,847378015,913,16,,4/9/2026,11:05:25,16681.229,448.3714,2142.2239,39.2845,54.941,28.978,40.279,0.00529335,11.3956,54.4786,-1050.75,0.530823,14.5094,59
DATA,1775750726,847378015,917,19,,4/9/2026,11:05:26,16213.335,817.28107,2079.6201,39.2874,54.9417,28.9784,40.279,0.0253399,11.3945,54.4792,1657.75,0.530823,14.511,79
DATA,1775750727,847378015,921,19,,4/9/2026,11:05:27,16563.76,666.50256,2116.063,39.2866,54.9425,28.9929,40.279,0.0166578,11.3945,54.48,-230,0.530823,14.5118,22
DATA,1775750728,847378015,925,19,,4/9/2026,11:05:28,16280.617,846.21295,2087.9578,39.2774,54.9431,28.9929,40.279,0.0266544,11.3941,54.4809,31.75,0.530823,14.5118,43
DATA,1775750729,847378015,929,19,,4/9/2026,11:05:29,16468.006,851.80115,2085.8987,39.2828,54.9439,28.9875,40.279,0.0270511,11.394,54.4817,367.75,0.530823,14.5133,46
DATA,1775750730,847045898,933,19,,4/9/2026,11:05:30,17101.621,452.65491,2144.7026,39.2853,54.9446,28.9971,40.279,0.00590232,11.393,54.4823,-1228.75,0.530823,14.5126,143
DATA,1775750731,847045898,937,19,,4/9/2026,11:05:31,16526.805,826.2171,2079.3396,39.2816,54.9454,28.9809,40.279,0.0257031,11.3934,54.4829,500.5,0.530823,14.5118,225
DATA,1775750732,847045898,941,19,,4/9/2026,11:05:32,17046.047,487.89859,2151.9404,39.2816,54.946,28.9879,40.279,0.00724124,11.3934,54.4836,604.5,0.530823,14.513,239
DATA,1775750733,847045898,945,18,,4/9/2026,11:05:33,16879.746,447.5246,2142.3623,39.2828,54.947,28.995,40.279,0.00532852,11.3939,54.4842,257.5,0.530823,14.513,143
DATA,1775750734,847045898,949,18,,4/9/2026,11:05:34,16865.922,444.4917,2141.0276,39.2828,54.9475,28.9975,40.279,0.00523259,11.3939,54.4846,51.25,0.530823,14.5122,41
DATA,1775750735,847045898,953,16,,4/9/2026,11:05:35,16941.619,443.79446,2141.209,39.2828,54.9483,29.0029,40.279,0.00524343,11.3942,54.4852,53.75,0.530823,14.511,217
DATA,1775750736,847045898,957,16,,4/9/2026,11:05:36,16904.199,443.98444,2141.7693,39.282,54.9491,29.0053,40.279,0.0052114,11.3935,54.4859,-16.5,0.530823,14.5106,221
DATA,1775750737,846710920,961,16,,4/9/2026,11:05:37,16847.498,445.35767,2141.7351,39.2824,54.9499,29.0033,40.279,0.00518186,11.3939,54.4863,34.25,0.530823,14.5118,75
DATA,1775750738,846710920,965,16,,4/9/2026,11:05:38,17193.158,444.72845,2141.248,39.2828,54.9506,29.0037,40.279,0.00525009,11.3924,54.4867,-188.5,0.530823,14.5122,51
DATA,1775750739,846710920,969,16,,4/9/2026,11:05:39,17907.219,445.87207,2142.3208,39.2816,54.9514,28.9966,40.279,0.0054568,11.3904,54.4873,-270.25,0.530823,14.5114,117
DATA,1775750740,846710920,973,16,,4/9/2026,11:05:40,17270.092,448.08017,2142.2439,39.2828,54.9522,28.9925,40.279,0.00530546,11.3925,54.4879,155.5,0.530823,14.5122,43
DATA,1775750741,846710920,977,16,,4/9/2026,11:05:41,16848.18,446.18973,2141.2998,39.2833,54.9528,28.9995,40.279,0.00514344,11.3935,54.4882,-19,0.530823,14.5133,185
DATA,1775750742,846710920,981,16,,4/9/2026,11:05:42,16767.1,447.50931,2140.1711,39.2824,54.9534,28.9954,40.279,0.00506046,11.394,54.4888,-297,0.530823,14.5137,104
DATA,1775750743,846710920,985,16,,4/9/2026,11:05:43,16687.242,450.30103,2139.4165,39.2845,54.9539,28.9904,40.279,0.0050268,11.3939,54.4892,-742,0.530823,14.5145,211
DATA,1775750744,846710920,989,16,,4/9/2026,11:05:44,16624.355,448.68787,2138.7942,39.2837,54.9547,28.9842,40.279,0.00498065,11.3947,54.4898,-248,0.530823,14.5157,67
DATA,1775750745,846373081,993,16,,4/9/2026,11:05:45,16719.797,442.74329,2138.6958,39.282,54.9553,28.9829,40.279,0.00500425,11.3943,54.49,-539.75,0.530823,14.5153,38
DATA,1775750746,846373081,997,16,,4/9/2026,11:05:46,16821.555,443.53226,2138.9856,39.2824,54.9561,28.9813,40.2786,0.00501479,11.3941,54.4905,155.75,0.530248,14.5153,180
DATA,1775750747,846373081,1001,16,,4/9/2026,11:05:47,17020.473,439.39828,2139.4006,39.2833,54.9566,28.98,40.2779,0.00508097,11.3934,54.4909,-416.25,0.530056,14.5161,150
DATA,1775750748,846373081,1005,16,,4/9/2026,11:05:48,17046.08,441.78662,2137.2124,39.2824,54.9574,28.9767,40.2779,0.0052526,11.3935,54.4913,-745,0.530056,14.5161,1
DATA,1775750749,846373081,1009,16,,4/9/2026,11:05:49,16949.564,442.31342,2138.7202,39.2824,54.9582,28.9697,40.2773,0.00501978,11.3933,54.4919,178.5,0.528715,14.5165,185
DATA,1775750750,846373081,1013,16,,4/9/2026,11:05:50,16847.551,444.86807,2138.6042,39.2812,54.9588,28.9597,40.2761,0.00497799,11.3937,54.4921,-1509,0.527949,14.5169,192
DATA,1775750751,846373081,1017,16,,4/9/2026,11:05:51,16683.094,444.48801,2138.5222,39.2828,54.9596,28.9576,40.2748,0.00490554,11.3941,54.4927,401.5,0.526991,14.5157,169
DATA,1775750752,846030950,1021,16,,4/9/2026,11:05:52,16745.445,443.43307,2137.5725,39.282,54.9601,28.961,40.2752,0.00491697,11.3944,54.4929,86.25,0.526991,14.5149,55
DATA,1775750753,846030950,1025,16,,4/9/2026,11:05:53,16886.891,442.38708,2138.217,39.2824,54.9609,28.9647,40.2752,0.00493656,11.394,54.4932,400.75,0.526991,14.5145,120
DATA,1775750754,846030950,1029,16,,4/9/2026,11:05:54,16858.342,441.05066,2138.8477,39.2849,54.9615,28.9697,40.275,0.00494184,11.3951,54.4936,1706.5,0.526991,14.5157,186
DATA,1775750755,846030950,1033,16,,4/9/2026,11:05:55,16700.629,443.39066,2136.0757,39.2841,54.9623,28.9946,40.275,0.00487192,11.3956,54.4938,1997.75,0.526991,14.5161,235
DATA,1775750756,846030950,1037,16,,4/9/2026,11:05:56,16570.49,447.1131,2138.3169,39.2857,54.963,29.0307,40.2752,0.00491493,11.3952,54.4944,1749.5,0.527566,14.5161,55
DATA,1775750757,846030950,1041,16,,4/9/2026,11:05:57,16530.85,447.27457,2137.624,39.282,54.9636,29.0514,40.2773,0.00485161,11.3954,54.4944,117,0.52929,14.5161,100
DATA,1775750758,846030950,1045,16,,4/9/2026,11:05:58,16675.545,443.55908,2139.2803,39.2816,54.9642,29.0531,40.2775,0.00489651,11.3943,54.4944,-122,0.52929,14.5165,60
DATA,1775750759,846030950,1049,16,,4/9/2026,11:05:59,16829.562,443.22623,2141.1594,39.2808,54.9646,29.0506,40.2775,0.00494846,11.3941,54.4952,154,0.52929,14.5181,17
DATA,1775750760,845706939,1053,16,,4/9/2026,11:06:00,16906.742,443.40744,2139.7437,39.2808,54.9646,29.0531,40.2775,0.00497412,11.3945,54.4952,393.75,0.52929,14.5196,175
DATA,1775750761,845706939,1057,16,,4/9/2026,11:06:01,16892.215,446.1698,2139.1694,39.2812,54.9654,29.0597,40.2775,0.00497162,11.394,54.4952,429.75,0.52929,14.5192,90
DATA,1775750762,845706939,1061,16,,4/9/2026,11:06:02,16775.303,448.61694,2139.8813,39.282,54.966,29.0672,40.2775,0.00492602,11.3945,54.4952,615.25,0.52929,14.5188,75
DATA,1775750763,845706939,1065,16,,4/9/2026,11:06:03,16592.857,449.69427,2138.7512,39.2837,54.9667,29.0734,40.2775,0.00484832,11.3954,54.4952,77.75,0.52929,14.5185,161
DATA,1775750764,845706939,1069,16,,4/9/2026,11:06:04,16411.217,451.3815,2136.9558,39.2849,54.9673,29.0688,40.2775,0.00475354,11.3964,54.4952,-826.25,0.52929,14.5188,192
DATA,1775750765,845706939,1073,16,,4/9/2026,11:06:05,16377.659,453.26245,2142.2607,39.2841,54.9681,29.0597,40.2775,0.00468008,11.3958,54.4959,-175,0.52929,14.5181,86
DATA,1775750766,845706939,1077,16,,4/9/2026,11:06:06,16421.291,448.38129,2206.427,39.2841,54.9687,29.0572,40.2775,0.00468852,11.3957,54.4959,-216.25,0.52929,14.5185,187
DATA,1775750767,845360040,1081,16,,4/9/2026,11:06:07,16487.537,445.2334,2224.24,39.2828,54.9694,29.051,40.2775,0.00470247,11.3952,54.4959,-69,0.52929,14.5185,59
DATA,1775750768,845360040,1085,16,,4/9/2026,11:06:08,16561.404,446.04868,2156.439,39.2828,54.97,29.0443,40.2775,0.00468372,11.3956,54.4959,-1700.5,0.52929,14.5161,57
DATA,1775750769,845360040,1089,16,,4/9/2026,11:06:09,16643.826,444.4314,2140.8633,39.2808,54.9708,29.0195,40.2767,0.00466821,11.3948,54.4959,-1876,0.528524,14.5153,121
DATA,1775750770,845360040,1093,16,,4/9/2026,11:06:10,16719.662,444.75394,2138.5691,39.2804,54.9716,28.9829,40.2765,0.00470674,11.3939,54.4965,-1115.5,0.528524,14.5145,7
DATA,1775750771,845360040,1097,16,,4/9/2026,11:06:11,16746.338,445.71091,2138.3052,39.282,54.9723,28.9618,40.2767,0.00469328,11.3937,54.4967,-342.5,0.528524,14.5173,153
DATA,1775750772,845360040,1101,16,,4/9/2026,11:06:12,16722.373,445.28314,2137.321,39.282,54.9729,28.9539,40.2767,0.00464785,11.3943,54.4967,-236.25,0.528524,14.5169,145
DATA,1775750773,845360040,1105,16,,4/9/2026,11:06:13,16612.672,445.49951,2136.5735,39.2828,54.9735,28.9481,40.2763,0.00460971,11.3948,54.4967,-49.25,0.528524,14.5173,214
DATA,1775750774,845360040,1109,16,,4/9/2026,11:06:14,16567.047,445.35474,2136.0391,39.2837,54.9745,28.9523,40.2767,0.00458081,11.3946,54.4975,489.75,0.528524,14.5173,227
DATA,1775750775,845031023,1113,16,,4/9/2026,11:06:15,16618.74,447.14432,2135.4324,39.2833,54.9751,28.9552,40.2767,0.00456767,11.3947,54.4975,-818.75,0.528524,14.5169,212
DATA,1775750776,845031023,1117,16,,4/9/2026,11:06:16,16791.461,444.43793,2135.3164,39.2828,54.9758,28.9406,40.2767,0.00460967,11.3941,54.4975,-976.25,0.528524,14.5177,21
DATA,1775750777,845031023,1121,16,,4/9/2026,11:06:17,16838.156,445.25742,2135.4995,39.2837,54.9764,28.9294,40.2767,0.00459949,11.3936,54.4975,-1178.75,0.528524,14.5188,93
DATA,1775750778,845031023,1125,16,,4/9/2026,11:06:18,16656.201,445.55667,2135.0825,39.2837,54.9772,28.9157,40.2767,0.00449967,11.3945,54.4977,-664.25,0.528524,14.5185,26
DATA,1775750779,845031023,1129,16,,4/9/2026,11:06:19,16689.744,457.12766,2135.2656,39.2828,54.9778,28.9095,40.2765,0.00450191,11.3937,54.4982,-56.25,0.528524,14.52,128
DATA,1775750780,845031023,1133,16,,4/9/2026,11:06:20,16762.775,459.64093,2136.02,39.2824,54.9784,28.9108,40.2767,0.00452727,11.3929,54.4982,189.5,0.528524,14.52,207
DATA,1775750781,845031023,1137,16,,4/9/2026,11:06:21,16689.898,451.38852,2136.3538,39.2816,54.9791,28.9108,40.2763,0.00449357,11.3942,54.4982,-358.25,0.528524,14.5196,22
DATA,1775750782,844683885,1141,16,,4/9/2026,11:06:22,16591.289,447.91238,2135.8538,39.2828,54.9797,28.9124,40.2763,0.00446962,11.3949,54.4982,183,0.528524,14.52,0
DATA,1775750783,844683885,1145,16,,4/9/2026,11:06:23,16626.006,446.29333,2135.6333,39.2804,54.9805,28.9054,40.2765,0.00445882,11.3944,54.4984,-227,0.528524,14.5196,118
DATA,1775750784,844683885,1149,16,,4/9/2026,11:06:24,16624.527,448.03433,2137.1763,39.2849,54.9811,28.9199,40.2765,0.00448245,11.3952,54.499,1426.25,0.528524,14.52,133
DATA,1775750785,844683885,1153,16,,4/9/2026,11:06:25,16520.068,448.23352,2135.0605,39.2849,54.9816,28.9307,40.2767,0.00441794,11.3952,54.499,387.25,0.528524,14.5177,185
DATA,1775750786,844683885,1157,16,,4/9/2026,11:06:26,16462.467,465.33728,2133.7581,39.287,54.9824,28.9344,40.2767,0.00436742,11.3956,54.499,68.75,0.528524,14.5169,115
DATA,1775750787,844683885,1161,16,,4/9/2026,11:06:27,16459.232,462.18027,2134.0051,39.2849,54.983,28.9369,40.2767,0.0043311,11.3946,54.499,26.75,0.528524,14.5173,22
DATA,1775750788,844683885,1165,16,,4/9/2026,11:06:28,16426.551,451.33215,2133.9517,39.2837,54.9836,28.9361,40.2767,0.00434145,11.3947,54.499,-146.5,0.528524,14.5173,177
DATA,1775750789,844683885,1169,16,,4/9/2026,11:06:29,16412.779,448.6936,2133.6433,39.2808,54.9842,28.9311,40.2765,0.00435155,11.3952,54.4998,-237,0.528524,14.5181,95
DATA,1775750790,844351053,1173,16,,4/9/2026,11:06:30,16458.318,450.20685,2135.5457,39.2816,54.9848,28.9269,40.2767,0.00436672,11.3951,54.4998,-66.25,0.528524,14.5192,223
DATA,1775750791,844351053,1177,16,,4/9/2026,11:06:31,16514.758,450.64841,2136.186,39.2837,54.9853,28.9269,40.2765,0.00436396,11.3948,54.4998,159.5,0.528524,14.5192,141
DATA,1775750792,844351053,1181,16,,4/9/2026,11:06:32,16511.969,449.22916,2140.9587,39.2837,54.9857,28.9286,40.2767,0.00435514,11.3944,54.4998,-17,0.528524,14.5192,84
DATA,1775750793,844351053,1185,16,,4/9/2026,11:06:33,16522.023,447.46436,2138.0762,39.2816,54.9863,28.9319,40.2767,0.00434764,11.3942,54.4998,222.25,0.528524,14.5196,216
DATA,1775750794,844351053,1189,16,,4/9/2026,11:06:34,16617.975,446.81113,2134.4373,39.2828,54.9869,28.9361,40.2767,0.00436917,11.3937,54.4998,-26.75,0.528524,14.5212,236
DATA,1775750795,844351053,1193,8,,4/9/2026,11:06:35,16617.752,402.42282,2115.114,39.2837,54.9873,28.9336,40.2767,0.00494784,11.3939,54.4998,7.75,0.528524,14.5212,26
DATA,1775750796,844351053,1197,8,,4/9/2026,11:06:36,16634.754,391.29428,2109.9624,39.2866,54.9879,28.9307,40.2767,0.00498936,11.3936,54.5004,-1471.75,0.528524,14.5212,37
DATA,1775750797,844011068,1201,8,,4/9/2026,11:06:37,16746.42,401.79199,2112.5955,39.2998,54.9884,28.9133,40.2756,0.00455559,11.3943,54.5005,-2525.25,0.526608,14.5208,217
DATA,1775750798,844011068,1205,8,,4/9/2026,11:06:38,16733.961,412.51907,2111.2209,39.3119,54.9886,28.8917,40.2719,0.00409547,11.3932,54.5005,-293.75,0.523542,14.5208,195
DATA,1775750799,844011068,1209,8,,4/9/2026,11:06:39,16691.764,415.29538,2111.3372,39.3206,54.9894,28.8925,40.2698,0.00379035,11.3933,54.5005,-521,0.522393,14.5208,58
DATA,1775750800,844011068,1213,8,,4/9/2026,11:06:40,16603.221,418.05066,2112.5681,39.3231,54.9894,28.8867,40.2702,0.00365546,11.3942,54.5005,-390.25,0.522393,14.5208,152
DATA,1775750801,844011068,1217,8,,4/9/2026,11:06:41,16411.195,422.74097,2144.1714,39.3281,54.9894,28.8846,40.2702,0.00348895,11.3947,54.5005,110.25,0.522393,14.5208,128
DATA,1775750802,844011068,1221,8,,4/9/2026,11:06:42,16314.24,424.75266,2525.3994,39.331,54.9894,28.8892,40.27,0.00339393,11.3937,54.5005,246.25,0.522967,14.5185,203
DATA,1775750803,844011068,1225,8,,4/9/2026,11:06:43,16342.527,427.23358,2399.8635,39.3351,54.9902,28.8954,40.2729,0.00329765,11.3947,54.5005,245.75,0.525841,14.5181,160
DATA,1775750804,844011068,1229,8,,4/9/2026,11:06:44,16370.943,430.10593,2153.2522,39.3393,54.9902,28.9025,40.2761,0.0032366,11.3946,54.5005,282.75,0.528332,14.5181,67
DATA,1775750805,843673944,1233,8,,4/9/2026,11:06:45,16308.52,432.06155,2118.2793,39.3426,54.9908,28.9091,40.2767,0.00315523,11.3956,54.5005,284,0.528524,14.5181,203
DATA,1775750806,843673944,1237,8,,4/9/2026,11:06:46,16346.92,434.74133,2115.6724,39.3459,54.991,28.9157,40.2767,0.00310747,11.3951,54.5005,154,0.528524,14.5177,166
DATA,1775750807,843673944,1241,8,,4/9/2026,11:06:47,16408.336,436.21835,2116.0916,39.3496,54.9917,28.9207,40.2765,0.00307943,11.3949,54.5005,194.75,0.528524,14.5177,175
DATA,1775750808,843673944,1245,8,,4/9/2026,11:06:48,16340.323,438.69543,2114.9907,39.3517,54.9917,28.9269,40.2767,0.00303106,11.3949,54.5011,209.75,0.528524,14.5185,173
DATA,1775750809,843673944,1249,8,,4/9/2026,11:06:49,16304.192,440.55914,2113.98,39.3529,54.9925,28.9328,40.2767,0.00299549,11.3956,54.5013,812.5,0.528524,14.5192,34
DATA,1775750810,843673944,1253,8,,4/9/2026,11:06:50,16360.867,437.19635,2114.1917,39.3538,54.9925,28.9444,40.2767,0.00304133,11.3959,54.5013,1216.25,0.528524,14.5204,197
DATA,1775750811,843673944,1257,8,,4/9/2026,11:06:51,16454.178,441.21979,2114.4299,39.3575,54.9931,28.9502,40.2765,0.00300506,11.3959,54.5013,-185,0.528524,14.5228,56
DATA,1775750812,843333959,1261,8,,4/9/2026,11:06:52,16499.842,445.09167,2115.1387,39.3604,54.9933,28.9481,40.2763,0.00297493,11.3951,54.5013,-1235.75,0.528524,14.5224,4
DATA,1775750813,843333959,1265,8,,4/9/2026,11:06:53,16450.793,446.78986,2113.9817,39.3571,54.9939,28.9357,40.2765,0.00296506,11.3952,54.5013,-898.25,0.528524,14.522,195
DATA,1775750814,843333959,1269,8,,4/9/2026,11:06:54,16297.33,445.31152,2196.8818,39.3571,54.9941,28.922,40.2763,0.00302905,11.3951,54.5013,-2151.5,0.528524,14.5141,87
DATA,1775750815,843333959,1273,8,,4/9/2026,11:06:55,16267.569,447.35263,3439.1804,39.36,54.9942,28.9058,40.2765,0.00297262,11.3922,54.5013,-669.75,0.528524,14.5145,128
DATA,1775750816,843333959,1277,8,,4/9/2026,11:06:56,16357.199,448.68857,2731.6885,39.3583,54.9948,28.8996,40.2763,0.00293987,11.3929,54.5013,1065.5,0.528524,14.5149,237
DATA,1775750817,843333959,1281,8,,4/9/2026,11:06:57,16358.679,443.14163,2184.6255,39.3625,54.9948,28.922,40.2767,0.00298327,11.3955,54.5013,3478,0.528524,14.5149,44
DATA,1775750818,843333959,1285,8,,4/9/2026,11:06:58,16390.701,447.29694,2139.1404,39.3658,54.9954,28.9547,40.2769,0.0029551,11.3953,54.5013,2671.75,0.529098,14.5145,199
DATA,1775750819,843333959,1289,8,,4/9/2026,11:06:59,16431.43,444.36533,2133.1758,39.3604,54.9956,28.9771,40.2786,0.00296985,11.395,54.5013,1735,0.530823,14.5118,240
DATA,1775750820,842998981,1293,8,,4/9/2026,11:07:00,16522.385,442.99078,2119.0608,39.3579,54.996,28.9921,40.279,0.00297552,11.3945,54.5013,310.5,0.530823,14.5118,19
DATA,1775750821,842998981,1297,8,,4/9/2026,11:07:01,16625.369,441.5845,2116.9524,39.3546,54.9964,28.9962,40.279,0.00300326,11.395,54.5013,-10.75,0.530823,14.5122,1
DATA,1775750822,842998981,1301,44,,4/9/2026,11:07:02,14954.859,-1767.4285,12161.096,39.3563,54.9964,28.9937,40.2788,0.307798,11.3104,54.5013,882.75,0.530439,14.5114,185
DATA,1775750823,842998981,1305,44,,4/9/2026,11:07:03,15100.327,-2411.7534,101865.31,39.3471,54.9968,29.0078,40.2781,0.634802,10.9461,54.5013,1211.5,0.530056,14.5122,108
DATA,1775750824,842998981,1309,12,,4/9/2026,11:07:04,16604.658,434.24115,36881.758,39.3401,54.9972,29.0128,40.2783,0.00417663,11.259,54.5013,-695.75,0.530056,14.5122,201
DATA,1775750825,842998981,1313,8,,4/9/2026,11:07:05,16636.83,427.95877,5288.5947,39.3376,54.9972,29.0045,40.2777,0.00322543,11.379,54.5013,-1080.5,0.528907,14.5122,132
DATA,1775750826,842998981,1317,8,,4/9/2026,11:07:06,16565.16,431.97668,2755.2439,39.3384,54.9974,28.9958,40.2756,0.00316752,11.3908,54.5011,-885.25,0.527757,14.5122,206
DATA,1775750827,842665910,1321,44,,4/9/2026,11:07:07,15326,-1341.5474,7615.5483,39.3405,54.9979,28.99,40.2758,0.235288,11.3098,54.5013,440.25,0.527757,14.5126,115
DATA,1775750828,842665910,1325,44,,4/9/2026,11:07:08,15567.705,-2300.595,232565.14,39.3322,54.9979,29.0049,40.276,0.738733,10.5299,54.5005,2240.25,0.527757,14.5141,98
DATA,1775750829,842665910,1329,12,,4/9/2026,11:07:09,16455.188,413.97189,101734.43,39.3202,54.9979,29.0145,40.276,0.00774193,11.0311,54.5005,-1879.75,0.527757,14.5137,4
DATA,1775750830,842665910,1333,8,,4/9/2026,11:07:10,16532.412,422.33392,11348.542,39.3198,54.9979,28.9925,40.2752,0.00355179,11.3522,54.5005,-2447.25,0.526608,14.5122,231
DATA,1775750831,842665910,1337,8,,4/9/2026,11:07:11,16577.859,423.33496,4260.229,39.321,54.9985,28.9693,40.2733,0.00344339,11.3831,54.5005,-1764.5,0.525458,14.5122,103
DATA,1775750832,842665910,1341,8,,4/9/2026,11:07:12,16613.977,424.98132,3508.4614,39.3222,54.9987,28.9547,40.2733,0.00341741,11.3868,54.5005,-1058,0.525458,14.5122,97
DATA,1775750833,842665910,1345,8,,4/9/2026,11:07:13,16644.064,427.33185,2859.7563,39.3256,54.9987,28.9427,40.2733,0.00333664,11.3895,54.5005,-1043.5,0.525458,14.5122,210
DATA,1775750834,842665910,1349,8,,4/9/2026,11:07:14,16652.047,428.32605,2563.7734,39.3297,54.9987,28.9344,40.2735,0.00328274,11.3909,54.5005,-459,0.525458,14.5122,70
DATA,1775750835,842319011,1353,8,,4/9/2026,11:07:15,16681.045,430.43893,2406.0271,39.3339,54.9991,28.9303,40.2737,0.00322093,11.3918,54.5009,284,0.525458,14.5118,242
DATA,1775750836,842319011,1357,8,,4/9/2026,11:07:16,16721.703,432.64642,2329.3889,39.3384,54.9995,28.9365,40.2737,0.0031513,11.3921,54.5013,412.75,0.525458,14.511,45
DATA,1775750837,842319011,1361,8,,4/9/2026,11:07:17,16560.217,436.05731,2277.4321,39.3388,54.9995,28.9423,40.2731,0.00309032,11.3925,54.5013,504.5,0.525458,14.5114,73
DATA,1775750838,842319011,1365,8,,4/9/2026,11:07:18,16322.535,435.75748,2244.5544,39.3393,54.9995,28.9493,40.2735,0.00307106,11.3937,54.5013,648.75,0.525458,14.5114,168
DATA,1775750839,842319011,1369,8,,4/9/2026,11:07:19,16251.55,436.01733,2221.792,39.3393,54.9995,28.9576,40.2737,0.00304639,11.3941,54.5013,904.25,0.525458,14.5106,53
DATA,1775750840,842319011,1373,8,,4/9/2026,11:07:20,16309.463,437.97647,2203.6453,39.3438,54.9995,28.9664,40.2737,0.00301746,11.3941,54.5013,850.75,0.525458,14.5098,164
DATA,1775750841,842319011,1377,8,,4/9/2026,11:07:21,16327.509,438.83353,2189.9031,39.3442,55.0001,28.973,40.2735,0.00301132,11.3942,54.5013,224,0.525458,14.5106,155
DATA,1775750842,841979980,1381,44,,4/9/2026,11:07:22,14937.654,-1381.3842,10689.087,39.3467,55.0003,28.9751,40.2737,0.254721,11.3254,54.5013,607.75,0.525458,14.5106,152
DATA,1775750843,841979980,1385,44,,4/9/2026,11:07:23,14411.237,-3713.0508,170760.62,39.333,55.0003,28.9883,40.2737,0.942603,10.7532,54.5013,2067,0.525458,14.511,180
DATA,1775750844,841979980,1389,12,,4/9/2026,11:07:24,16350.916,395.09619,170437.66,39.3173,55.0003,29.0004,40.274,0.00886539,10.8704,54.5013,-766.25,0.526224,14.5126,194
