SECONDS,Elapsed_sec,Datetime,Corrected_Datetime,CH4,CH4_ppm,peak_prominence_ppm,peak_height_ppm,peak_over_100ppm,peak_rank_by_ch4,nearest_image_id,nearest_image_file,nearest_image_datetime,nearest_image_timestamp_source,nearest_image_path,nearest_image_delta_seconds,nearest_image_abs_delta_seconds,nearest_image_relation
1775751178,591,2026-04-09 11:12:58,2026-04-09 11:14:14,2496.5359,2.4965359,0.09520950000000017,2.4965359,False,49,29,29_2026-04-09_11-13-34.HEIC,2026-04-09 11:13:34,filename_timestamp,/Users/erumhassan/Library/CloudStorage/OneDrive-UniversityofOklahoma/Caddo Nation Field Survey - Documents/Wells/W16/Field Visit Data/Field Pictures/29_2026-04-09_11-13-34.HEIC,-40.0,40.0,before
1775751187,600,2026-04-09 11:13:07,2026-04-09 11:14:23,2491.8118,2.4918118,0.21194049999999987,2.4918118,False,50,29,29_2026-04-09_11-13-34.HEIC,2026-04-09 11:13:34,filename_timestamp,/Users/erumhassan/Library/CloudStorage/OneDrive-UniversityofOklahoma/Caddo Nation Field Survey - Documents/Wells/W16/Field Visit Data/Field Pictures/29_2026-04-09_11-13-34.HEIC,-49.0,49.0,before
1775751267,680,2026-04-09 11:14:27,2026-04-09 11:15:43,2476.2366,2.4762366,0.30574270000000014,2.4762366,False,51,30,30_2026-04-09_11-15-26.HEIC,2026-04-09 11:15:26,filename_timestamp,/Users/erumhassan/Library/CloudStorage/OneDrive-UniversityofOklahoma/Caddo Nation Field Survey - Documents/Wells/W16/Field Visit Data/Field Pictures/30_2026-04-09_11-15-26.HEIC,-17.0,17.0,before
1775751140,553,2026-04-09 11:12:20,2026-04-09 11:13:36,2473.73,2.47373,0.28972679999999995,2.47373,False,52,29,29_2026-04-09_11-13-34.HEIC,2026-04-09 11:13:34,filename_timestamp,/Users/erumhassan/Library/CloudStorage/OneDrive-UniversityofOklahoma/Caddo Nation Field Survey - Documents/Wells/W16/Field Visit Data/Field Pictures/29_2026-04-09_11-13-34.HEIC,-2.0,2.0,before
1775751296,709,2026-04-09 11:14:56,2026-04-09 11:16:12,2425.9009,2.4259009000000002,0.32044070000000024,2.4259009000000002,False,53,30,30_2026-04-09_11-15-26.HEIC,2026-04-09 11:15:26,filename_timestamp,/Users/erumhassan/Library/CloudStorage/OneDrive-UniversityofOklahoma/Caddo Nation Field Survey - Documents/Wells/W16/Field Visit Data/Field Pictures/30_2026-04-09_11-15-26.HEIC,-46.0,46.0,before
1775751396,809,2026-04-09 11:16:36,2026-04-09 11:17:52,2420.7322,2.4207322,0.3216203999999996,2.4207322,False,54,31,31_2026-04-09_11-18-39.HEIC,2026-04-09 11:18:39,filename_timestamp,/Users/erumhassan/Library/CloudStorage/OneDrive-UniversityofOklahoma/Caddo Nation Field Survey - Documents/Wells/W16/Field Visit Data/Field Pictures/31_2026-04-09_11-18-39.HEIC,47.0,47.0,after
1775751098,511,2026-04-09 11:11:38,2026-04-09 11:12:54,2398.6458,2.3986457999999997,0.28203129999999943,2.3986457999999997,False,55,24,24_2026-04-09_11-13-19.HEIC,2026-04-09 11:13:19,filename_timestamp,/Users/erumhassan/Library/CloudStorage/OneDrive-UniversityofOklahoma/Caddo Nation Field Survey - Documents/Wells/W16/Field Visit Data/Field Pictures/24_2026-04-09_11-13-19.HEIC,25.0,25.0,after
1775751271,684,2026-04-09 11:14:31,2026-04-09 11:15:47,2376.8474,2.3768474,0.11101219999999978,2.3768474,False,56,30,30_2026-04-09_11-15-26.HEIC,2026-04-09 11:15:26,filename_timestamp,/Users/erumhassan/Library/CloudStorage/OneDrive-UniversityofOklahoma/Caddo Nation Field Survey - Documents/Wells/W16/Field Visit Data/Field Pictures/30_2026-04-09_11-15-26.HEIC,-21.0,21.0,before
1775751260,673,2026-04-09 11:14:20,2026-04-09 11:15:36,2374.177,2.374177,0.07171949999999994,2.374177,False,57,30,30_2026-04-09_11-15-26.HEIC,2026-04-09 11:15:26,filename_timestamp,/Users/erumhassan/Library/CloudStorage/OneDrive-UniversityofOklahoma/Caddo Nation Field Survey - Documents/Wells/W16/Field Visit Data/Field Pictures/30_2026-04-09_11-15-26.HEIC,-10.0,10.0,before
1775751357,770,2026-04-09 11:15:57,2026-04-09 11:17:13,2369.8708,2.3698708,0.2582220999999998,2.3698708,False,58,31,31_2026-04-09_11-18-39.HEIC,2026-04-09 11:18:39,filename_timestamp,/Users/erumhassan/Library/CloudStorage/OneDrive-UniversityofOklahoma/Caddo Nation Field Survey - Documents/Wells/W16/Field Visit Data/Field Pictures/31_2026-04-09_11-18-39.HEIC,86.0,86.0,after
1775751151,564,2026-04-09 11:12:31,2026-04-09 11:13:47,2359.4795,2.3594795,0.20209199999999994,2.3594795,False,59,29,29_2026-04-09_11-13-34.HEIC,2026-04-09 11:13:34,filename_timestamp,/Users/erumhassan/Library/CloudStorage/OneDrive-UniversityofOklahoma/Caddo Nation Field Survey - Documents/Wells/W16/Field Visit Data/Field Pictures/29_2026-04-09_11-13-34.HEIC,-13.0,13.0,before
1775751341,754,2026-04-09 11:15:41,2026-04-09 11:16:57,2355.4778,2.3554778,0.2436575000000003,2.3554778,False,60,30,30_2026-04-09_11-15-26.HEIC,2026-04-09 11:15:26,filename_timestamp,/Users/erumhassan/Library/CloudStorage/OneDrive-UniversityofOklahoma/Caddo Nation Field Survey - Documents/Wells/W16/Field Visit Data/Field Pictures/30_2026-04-09_11-15-26.HEIC,-91.0,91.0,before
1775751352,765,2026-04-09 11:15:52,2026-04-09 11:17:08,2346.2019,2.3462019,0.16891109999999987,2.3462019,False,61,31,31_2026-04-09_11-18-39.HEIC,2026-04-09 11:18:39,filename_timestamp,/Users/erumhassan/Library/CloudStorage/OneDrive-UniversityofOklahoma/Caddo Nation Field Survey - Documents/Wells/W16/Field Visit Data/Field Pictures/31_2026-04-09_11-18-39.HEIC,91.0,91.0,after
